Customer - Street,Customer - city,Customer - ZIP,Customer - Name,Customer - Last name,Customer - Phone Number,Customer - Email,Customer - ID,Transaction - Date,Transaction - Product,Transaction - Category,Transaction - value
ul. Zdrojowa 136,Wrocław,52-213,Asia,Adamska,60 227 66 57,AsiaAdamska@rhyta.com,70546953799,31/07/19,IXF138,Sunglasses,324
ul. Jana III Sobieskiego 136,Kielce,25-119,Basia,Wysocka,69 522 68 27,BasiaWysocka@armyspy.com,14920830599,12/07/17,SJDVUA,Dress,121
ul. Arrasowa 84,Częstochowa,42-280,Edyta,Adamska,78 227 08 82,EdytaAdamska@teleworm.us,52835359499,19/10/18,0G12T3,T-shirt,116
ul. Giserska 70,Kielce,25-816,Wojciecha,Pawłowska,51 385 73 51,WojciechaPawlowska@gustr.com,322365399,14/11/18,5EMDWF,Hoodies,241
ul. Górniczego Stanu 143,Katowice,40-469,Longin,Majewski,51 530 83 35,LonginMajewski@gustr.com,61448808599,11/11/17,W62NRW,T-shirt,194
ul. Syrokomli Władysława 122,Poznań,60-681,Ewa,Sobczak,53 324 44 34,EwaSobczak@teleworm.us,73498567899,14/07/19,4NK4GO,Shoes,322
ul. Koszykarzy 82,Wrocław,51-050,Alicja,Dudek,72 379 30 45,AlicjaDudek@armyspy.com,68963738499,12/08/17,JL1D5C,Skirt,40
ul. Zagórki 21,Białystok,15-587,Szczeosny,Czerwinski,67 831 36 72,SzczeosnyCzerwinski@dayrep.com,59918497499,13/11/17,6PY52D,Jacket,336
ul. Wesoła 37,Lublin,20-103,Ruta,Walczak,88 348 91 35,RutaWalczak@armyspy.com,77933965599,25/08/18,FKHS91,Dress,78
ul. Boczna 37,Wrocław,50-502,Bożena,Sawicka,88 693 96 87,BozenaSawicka@dayrep.com,28365518599,15/05/17,I8HRWJ,Dress,337
ul. Włókiennicza 47,Łódź,90-260,Celestyna,Czarnecka,79 278 93 28,CelestynaCzarnecka@jourrapide.com,51490729499,19/03/19,PNLHI9,Shoes,319
ul. Janasa Wincentego 131,Tarnowskie Góry,42-612,Judyta,Dąbrowski,53 331 53 03,JudytaDabrowski@gustr.com,12274631999,01/05/19,H3S0OP,Jacket,154
ul. Jordana 63,Zabrze,41-813,Martyna,Kowalczyk,88 831 21 13,MartynaKowalczyk@einrot.com,35641257499,12/11/19,5NBJ3E,T-shirt,62
ul. Matejki Jana 18,Poznań,60-772,Izabella,Pawlak,79 925 29 44,IzabellaPawlak@fleckens.hu,41331404399,22/09/17,0UVLOA,Sweater,271
ul. Bolesława Chrobrego 123,Ruda Śląska,41-717,Basia,Woźniak,88 239 36 90,BasiaWozniak@dayrep.com,16875794699,27/04/17,QGF4A7,Jacket,276
ul. Ogórkowa 74,Wrocław,52-311,Krysia,Kowalczyk,78 559 98 91,KrysiaKowalczyk@armyspy.com,688429299,25/06/17,YUPRWQ,Bra,117
ul. Pocieszka 39,Kielce,25-519,Wielisław,Dąbrowski,51 269 11 87,WielislawDabrowski@jourrapide.com,70332634999,11/06/17,B1G6K9,Jacket,257
ul. Sienkiewicza Henryka 45,Warszawa/Wesoła,05-075,Cezar,Kalinowski,51 732 01 53,CezarKalinowski@gustr.com,34447142799,04/04/19,3H4IE2,Shoes,348
ul. Szczecińska 117,Opole,45-304,Joasia,Dudek,72 800 90 12,JoasiaDudek@superrito.com,67625258399,22/04/19,A83TDA,T-shirt,304
ul. Puszkina Aleksandra 145,Opole,45-556,Kasper,Czerwinski,60 526 04 55,KasperCzerwinski@einrot.com,89466408999,11/09/19,7H1ORR,Boots,235
ul. Franciszkańska 18,Warszawa,00-214,Izolda,Rutkowska,72 352 13 14,IzoldaRutkowska@superrito.com,82412023399,26/07/19,XDHD8G,Jeans,173
ul. Legendy 118,Warszawa,01-361,Wiga,Kowalczyk,79 264 90 46,WigaKowalczyk@cuvox.de,63416436199,21/11/18,RI5JN5,T-shirt,102
ul. Tagore Rabindranatha 76,Łódź,93-503,Krysia,Jabłońska,53 413 63 24,KrysiaJablonska@rhyta.com,19803289599,17/12/17,4H4VJ2,Jacket,346
ul. Kaczmarczyków 46,Bytom,41-936,Przemek,Adamczyk,69 518 16 43,PrzemekAdamczyk@fleckens.hu,9873922499,27/12/19,4X9OEN,Shorts,230
ul. Cyrulików 110,Warszawa,04-406,Przemysł,Jaworski,66 428 17 90,PrzemyslJaworski@gustr.com,98682084999,02/04/18,ASG79Y,Hoodies,164
ul. Tumska 49,Kłodzko,57-304,Włodzimierz,Nowak,53 775 26 35,WlodzimierzNowak@gustr.com,47898436599,16/03/19,B250UD,T-shirt,272
ul. Żmudzka 34,Poznań,60-604,Weronika,Kalinowska,51 917 61 93,WeronikaKalinowska@einrot.com,34574727199,18/02/19,E0B2AN,Sweater,137
ul. Włoszczowska 36,Kielce,25-117,Dobromił,Czerwinski,51 346 64 83,DobromilCzerwinski@gustr.com,43905944599,17/04/19,A5RL09,T-shirt,335
ul. Lechonia Jana 26,Opole,45-527,Henryk,Tomaszewski,66 259 05 21,HenrykTomaszewski@einrot.com,97368020999,02/05/19,DAEITW,Shoes,235
ul. Czereśniowa 143,Rzeszów,35-113,Walenty,Sawicki,72 329 89 07,WalentySawicki@jourrapide.com,25596641299,29/01/17,M32Q6Q,Sweater,255
ul. Stopnicka 111,Bydgoszcz,85-876,Matylda,Dąbrowski,51 172 08 54,MatyldaDabrowski@armyspy.com,68706196699,20/06/19,MWTUZU,Skirt,284
ul. Boczna 72,Siemianowice Śląskie,41-100,Stanisława,Ostrowska,69 224 43 48,StanislawaOstrowska@cuvox.de,13998283399,15/02/19,Q6QQYK,T-shirt,83
ul. Średnia 3,Kielce,25-650,Asia,Grabowska,53 276 92 67,AsiaGrabowska@fleckens.hu,98763943699,27/08/19,HW491Y,T-shirt,268
ul. Wieniawskiego Henryka 146,Kraków,31-436,Wisia,Duda,51 774 12 16,WisiaDuda@dayrep.com,14249512799,10/10/18,IXTI0B,Dress,174
ul. Kazimierza Odnowiciela 64,Rzeszów,35-614,Lesława,Ostrowska,51 716 13 57,LeslawaOstrowska@fleckens.hu,14615995499,31/08/17,6S8MPA,Highheels,74
ul. Fraszki 122,Warszawa,02-406,Urszula,Majewska,69 462 66 69,UrszulaMajewska@armyspy.com,32747890199,13/02/18,3M55ZM,Jacket,162
ul. Generała Roweckiego Stefana Grota 33,Sosnowiec,41-214,Adelajda,Sawicka,60 779 63 69,AdelajdaSawicka@armyspy.com,Customer - ID,Transaction - Date,Transaction - Product,Transaction - Category,Transaction - value
ul. Ordona Juliana 33,Katowice,40-163,Józefa,Wysocka,53 634 06 59,JozefaWysocka@armyspy.com,93942878199,01/06/19,WCKDG0,Shoes,270
ul. Solankowa 81,Inowrocław,88-107,Iwona,Borkowska,66 198 08 89,IwonaBorkowska@teleworm.us,88321897199,22/08/17,WPUG1Y,Dress,126
ul. Brzechwy Jana 38,Bydgoszcz,85-792,Kazia,Borkowska,66 689 83 32,KaziaBorkowska@teleworm.us,91450567099,10/05/17,SPZMMU,Poloshirt,334
ul. Poniatowskiego Józefa 67,Białystok,15-199,Mirosława,Kwiatkowska,69 469 69 99,MiroslawaKwiatkowska@fleckens.hu,19607888799,29/11/18,F7U2HD,Dress,329
ul. Skotnica 17,Katowice,40-666,Aniela,Chmielewska,66 452 63 55,AnielaChmielewska@einrot.com,72485440099,15/03/17,32DCQA,T-shirt,42
ul. Migdałowa 4,Łódź,91-358,Róża,Kozłowska,88 124 85 27,RozaKozlowska@rhyta.com,59464879999,10/04/17,GGK9JS,T-shirt,54
ul. Lubczykowa 33,Gdynia,81-589,Jeronim,Borkowski,67 263 16 63,JeronimBorkowski@cuvox.de,58724389599,06/08/17,MMMXA0,Highheels,85
ul. Księżnej Anastazji 50,Koszalin,75-056,Krystyna,Dudek,53 524 26 79,KrystynaDudek@jourrapide.com,65635884299,27/07/17,B3OVN0,Boots,163
ul. Sztumska 82,Gdynia,81-326,Asia,Zając,66 567 84 86,AsiaZajac@jourrapide.com,7252779599,23/08/19,3LVJCT,Dress,245
ul. Struga Andrzeja 10,Łódź,90-640,Wacława,Jaworska,53 619 85 19,WaclawaJaworska@armyspy.com,98302014899,16/04/17,SH9PTS,Shorts,307
ul. Koszykowa 51,Warszawa,00-553,Julitta,Kowalczyk,53 902 67 62,JulittaKowalczyk@fleckens.hu,94900898199,25/01/18,BD6HYN,Hoodies,296
ul. Plastyczna 68,Łódź,93-428,Bogumiła,Kowalska,67 686 30 82,BogumilaKowalska@fleckens.hu,35963990399,07/05/19,XNKW0I,Highheels,192
ul. Świętosławskiego Wojciecha 15,Warszawa,03-126,Frydryk,Olszewski,51 667 26 46,FrydrykOlszewski@jourrapide.com,35791629099,29/12/17,,null,null
ul. 1 Maja 93,Nidzica,13-100,Barbara,Chmielewska,53 753 62 98,BarbaraChmielewska@armyspy.com,36881893099,11/02/18,3S32FP,Boots,66
ul. Grochowska 142,Warszawa,03-822,Cecylia,Zawadzka,60 606 01 05,CecyliaZawadzka@teleworm.us,94392377199,12/02/17,RU5YUD,Sweater,311
ul. Narciarska 130,Kraków,31-579,Lucyna,Czarnecka,53 843 57 22,LucynaCzarnecka@jourrapide.com,97269338099,07/07/19,3S32FP,Boots,66
ul. Wierzbowa 112,Łódź,90-227,Ludmita,Wiśniewska,51 436 97 01,LudmitaWisniewska@gustr.com,24247921899,24/05/19,NAX9ZS,T-shirt,59
ul. Sianokosy 106,Łódź,91-228,Jarosława,Kowalska,69 494 29 12,JaroslawaKowalska@fleckens.hu,37895262399,19/11/18,A83TDA,T-shirt,304
ul. Okrzei Stefana 27,Tarnowskie Góry,42-600,Zosia,Adamczyk,78 945 26 40,ZosiaAdamczyk@superrito.com,51767755699,10/05/19,OGZPTL,Skirt,264
ul. Okulickiego Leopolda 136,Lublin,20-379,Marzena,Grabowska,53 139 19 21,MarzenaGrabowska@fleckens.hu,86978436199,29/11/19,BZZACP,Poloshirt,236
ul. Bluszcza Jana 75,Mikołów,43-190,Ludwik,Zielinski,51 566 80 51,LudwikZielinski@gustr.com,35412006399,15/09/17,A4KI3Z,Boots,112
ul. Stalowa 94,Wrocław,53-433,Patryk,Duda,69 499 62 49,PatrykDuda@einrot.com,12265999699,11/01/17,W30HX8,Dress,249
ul. Szpitalna 68,Katowice,40-108,Bolek,Sobczak,51 618 50 82,BolekSobczak@superrito.com,13556183499,19/05/18,,null,null
ul. Bytomska 98,Tarnowskie Góry,42-606,Sylwia,Woźniak,51 375 82 02,SylwiaWozniak@dayrep.com,89662876199,25/02/18,4RXYM0,Jacket,169
ul. Drezdeńska 46,Warszawa,03-969,Wera,Zawadzka,72 742 92 30,WeraZawadzka@armyspy.com,89419194099,19/04/17,N08N70,Boots,77
ul. Niepodległości 17,Będzin,42-504,Martyna,Nowak,51 709 44 61,MartynaNowak@superrito.com,61272359999,20/07/19,ZQ8EQ5,Jacket,93
ul. Kopernika Mikołaja 31,Chorzów,41-500,Edyta,Wiśniewska,51 844 74 96,EdytaWisniewska@dayrep.com,71699401299,17/06/18,56CE6R,Dress,181
ul. Zaporoska 57,Wrocław,53-416,Nikodem,Czarnecki,88 665 24 87,NikodemCzarnecki@rhyta.com,5520546599,09/09/18,PWNVBV,Shorts,278
ul. Lutyków 82,Koszalin,75-833,Józefa,Adamczyk,60 685 35 55,JozefaAdamczyk@einrot.com,64470778699,05/07/17,KGLGBX,Sweater,70
ul. Rycerska 21,Łódź,93-368,Agnieszka,Duda,51 938 15 80,AgnieszkaDuda@cuvox.de,93492398499,10/12/19,W2YWBU,Shirt,136
ul. Deszczowa 26,Gdynia,81-577,Radosław,Wysocki,69 164 72 91,RadoslawWysocki@dayrep.com,84834388399,22/10/17,X441SE,Shoes,318
ul. Laurowa 144,Gdynia,81-589,Antoni,Kalinowski,78 147 52 76,AntoniKalinowski@cuvox.de,19388394299,18/07/19,J11WS8,T-shirt,232
ul. Dożynkowa 95,Zabrze,41-800,Celina,Gorska,78 553 65 24,CelinaGorska@cuvox.de,41754128999,28/07/17,YREH6Q,Hat,165
ul. Sasankowa 37,Bydgoszcz,85-865,Jagoda,Wojciechowska,79 169 36 31,JagodaWojciechowska@dayrep.com,9383593499,05/08/18,WNMF01,Shoes,299
ul. Dąbrowa koło Mławy 39,Dąbrowa,06-522,Włodzisław,Kucharski,53 158 11 38,WlodzislawKucharski@einrot.com,15474690899,30/05/19,P55DSK,Shoes,211
ul. Księżnej Kingi 143,Łódź,92-414,Martyn,Zając,72 808 35 34,MartynZajac@jourrapide.com,46815162599,12/05/17,NH0XVE,Shorts,175
ul. Toruńska 50,Gdynia,81-305,Bronisław,Majewski,60 717 47 58,BronislawMajewski@rhyta.com,15461211999,06/07/18,SH9PTS,Shorts,307
ul. Baborowska 57,Warszawa,01-464,Beata,Czerwinska,72 529 90 03,BeataCzerwinska@jourrapide.com,14237373899,21/09/19,JL1D5C,Skirt,40
ul. Podchorążych 39,Katowice,40-043,Danuta,Pawlak,69 659 82 55,DanutaPawlak@superrito.com,48325431799,05/10/17,0G64E9,Jacket,197
ul. Tylna 55,Łódź,90-348,Zoja,Maciejewska,53 974 93 70,ZojaMaciejewska@einrot.com,35255317899,02/11/18,T15J3E,T-shirt,185
ul. Leżakowa 50,Warszawa,02-965,Włodzimierz,Zając,78 452 46 47,WlodzimierzZajac@dayrep.com,42344568799,03/06/17,4OFRST,Sunglasses,240
ul. Górnośląska 76,Jaworzno,43-602,Matylda,Jabłońska,78 913 04 15,MatyldaJablonska@jourrapide.com,15311461999,11/02/17,XNKW0I,Highheels,192
ul. Księdza Sychty Bernarda 47,Gdańsk,80-212,Radomiła,Chmielewska,67 460 24 17,RadomilaChmielewska@einrot.com,6929290499,04/06/19,A5RL09,T-shirt,335
ul. Słoneczna 85,Szczecin,71-796,Dyta,Adamczyk,66 833 54 51,DytaAdamczyk@cuvox.de,66581396699,02/02/18,UWRKFS,Sweater,75
ul. Garbińskiego Kajetana 22,Warszawa,01-122,Judyta,Sawicka,69 929 39 75,JudytaSawicka@jourrapide.com,34596503799,26/08/17,N2FP12,Dress,258
ul. Płatnicza 112,Warszawa,01-852,Władysław,Czerwinski,67 135 63 75,WladyslawCzerwinski@einrot.com,71491678599,17/09/19,SWKTC4,Sweater,269
ul. Wapienna 144,Szczecin,71-790,Łukasz,Sawicki,69 312 33 36,LukaszSawicki@teleworm.us,15357387499,20/01/19,HK2ULD,Skirt,127
ul. Otwocka 70,Warszawa,03-759,Tekla,Duda,66 713 95 91,TeklaDuda@cuvox.de,49284451199,03/07/17,Y7VSUA,T-shirt,146
ul. Potulicka 84,Warszawa,03-686,Lubomierz,Woźniak,69 340 23 32,LubomierzWozniak@einrot.com,41851448299,08/08/19,8A0HDW,T-shirt,187
ul. Pocztowa 11,Łódź,91-464,Stanisław,Wiśniewski,72 929 41 85,StanislawWisniewski@cuvox.de,92268700299,21/03/18,UTWT54,T-shirt,292
ul. Strzelca 21,Warszawa,03-668,Ziemowit,Maciejewski,69 554 33 79,ZiemowitMaciejewski@dayrep.com,45773297999,12/06/19,E97QYD,T-shirt,284
ul. Smocza 63,Warszawa,01-048,Justyna,Sokołowska,51 108 62 70,JustynaSokolowska@cuvox.de,62424201799,18/10/19,UPQJQ4,Shoes,346
ul. Niżańska 22,Rzeszów,35-505,Walerian,Jaworski,78 674 73 60,WalerianJaworski@cuvox.de,71488657599,29/10/19,24PHZ6,Shirt,259
ul. Bellinga Franciszka 88,Gdańsk,80-306,Tekla,Czerwinska,72 315 20 57,TeklaCzerwinska@cuvox.de,67998501399,28/04/17,MJU3TL,Jeans,180
ul. Ułanów 55,Kraków,31-455,Sławomira,Sawicka,66 702 81 57,SlawomiraSawicka@dayrep.com,72226973699,05/09/17,SH9PTS,Shorts,307
ul. Orląt Lwowskich 33,Gdynia,81-456,Roksana,Wysocka,60 327 84 50,RoksanaWysocka@dayrep.com,23491087599,08/03/18,EIA0BC,Sweater,124
ul. Orkana 31,Częstochowa,42-229,Stefcia,Nowak,67 866 31 08,StefciaNowak@cuvox.de,98487151499,23/04/19,GVEAE8,Dress,176
ul. Lotników 115,Rzeszów,35-303,Wojtek,Grabowski,67 544 59 34,WojtekGrabowski@armyspy.com,93990090999,18/07/19,7EUCFK,Jeans,44
ul. Wyzwolenia 64,Będzin,42-500,Stefania,Jabłońska,72 849 03 60,StefaniaJablonska@armyspy.com,21865853199,27/04/17,6V4B9C,Shoes,217
ul. Wallis Zofii 140,Rzeszów,35-330,Radosława,Piotrowska,67 863 27 24,RadoslawaPiotrowska@teleworm.us,40612700899,08/07/19,EMFBX6,Skirt,96
ul. Wróblewskiego Walerego 139,Łódź,94-035,Honorata,Kowalczyk,72 178 72 22,HonorataKowalczyk@armyspy.com,65435072099,03/04/17,92VCKB,Hoodies,215
ul. Narcyzów 79,Mikołów,43-195,Krystian,Wysocki,60 278 47 67,KrystianWysocki@fleckens.hu,98328711199,24/06/19,DN85VZ,Hoodies,145
ul. Szpakowa 125,Zielona Góra,65-123,Jolanta,Kowalczyk,72 681 65 63,JolantaKowalczyk@gustr.com,47899047099,24/06/17,DZOS1L,T-shirt,148
ul. Arciszewskich 125,Gdynia,81-123,Basia,Woźniak,78 270 87 32,BasiaWozniak@fleckens.hu,59473225399,12/06/19,K4VE4I,Longcoat,339
ul. Deszczowa 80,Bydgoszcz,85-467,Piotr,Szczepański,79 369 26 76,PiotrSzczepanski@dayrep.com,44682647299,16/09/19,32U93N,Sunglasses,349
ul. Ostrówek 51,Poznań,61-121,Wacława,Jaworska,78 311 91 70,WaclawaJaworska@cuvox.de,36711916999,21/04/18,JM99DI,Poloshirt,46
ul. Skwer Księdza Józefa Mowińskiego 22,Gdynia,81-629,Ruta,Nowakowska,67 319 17 71,RutaNowakowska@einrot.com,85359101499,16/08/18,DAEITW,Shoes,235
ul. Odległa 125,Warszawa,03-891,Narcyz,Ostrowski,79 770 20 16,NarcyzOstrowski@fleckens.hu,98909715099,26/06/17,GY0W75,Hat,113
ul. Cieśli Władysława 124,Bielsko-Biała,43-309,Rościsława,Nowak,72 551 26 57,RoscislawaNowak@cuvox.de,84539035199,13/01/19,DJ4A3Q,Skirt,331
ul. Legnicka 87,Bydgoszcz,85-377,Berta,Nowak,60 637 97 10,BertaNowak@cuvox.de,81590796799,05/10/17,NQNB86,Dress,300
ul. Długosza Jana 62,Radom,26-604,Berta,Wiśniewska,51 219 44 79,BertaWisniewska@superrito.com,80558249599,07/04/17,8RMOSG,Coat,312
ul. Doroty 6,Szczecin,71-816,Wera,Symanska,51 676 69 78,WeraSymanska@cuvox.de,9836836499,01/09/19,QTZ7YA,Highheels,289
ul. Dubois Stanisława 30,Warszawa,00-182,Zosia,Nowakowska,72 428 91 16,ZosiaNowakowska@rhyta.com,50773057299,28/02/18,EP896Q,Dress,58
ul. Kircholmska 107,Poznań,60-288,Roman,Dudek,67 659 74 02,RomanDudek@jourrapide.com,32208295199,05/03/17,O3O8M3,Shorts,98
ul. Dubrownicka 78,Szczecin,70-845,Jolanta,Zając,79 181 42 77,JolantaZajac@teleworm.us,72882942799,15/02/18,5NZLFF,Gloves,173
ul. Janiowe Wzgórze 48,Rzeszów,35-213,Apolonia,Kucharska,79 680 47 73,ApoloniaKucharska@cuvox.de,62943944799,19/01/19,GVTVTY,Sweater,153
ul. Wiekowej Sosny 119,Zalesie Górne,05-540,Bazyli,Kaczmarek,60 291 72 05,BazyliKaczmarek@superrito.com,69932693299,12/09/18,MMMXA0,Highheels,85
ul. Głowackiego Bartosza 83,Ruda Śląska,41-700,Bazyli,Kamiński,79 259 75 54,BazyliKaminski@dayrep.com,30495436899,27/04/17,RCZ3C0,Dress,279
ul. Ejsmonda Juliana 28,Warszawa,01-543,Gabriela,Sobczak,53 122 36 70,GabrielaSobczak@gustr.com,63256297499,20/04/19,B0B0V8,Boots,216
ul. Agrestowa 84,Lublin,20-140,Agnieszka,Chmielewska,69 513 92 03,AgnieszkaChmielewska@einrot.com,67294537499,07/07/18,594FNJ,Jeans,205
ul. Raduńska 83,Gdynia,81-057,Berta,Jabłońska,67 188 29 29,BertaJablonska@fleckens.hu,51249873499,22/05/17,CZYN7R,Leatherjackets,248
ul. Bernardyńska 15,Bydgoszcz,85-029,Judyta,Zawadzka,79 886 69 98,JudytaZawadzka@jourrapide.com,28426563899,31/03/17,EOJ9SZ,Highheels,276
ul. Słomińskiego Zygmunta 77,Warszawa,00-204,Racław,Nowicki,69 114 61 55,RaclawNowicki@superrito.com,13749875599,25/06/18,JS62RN,T-shirt,282
ul. Żeromskiego Stefana 41,Kielce,25-373,Genowefa,Adamska,51 467 76 91,GenowefaAdamska@jourrapide.com,25244739299,05/09/19,IBLFRO,T-shirt,333
ul. Sypniewska 37,Warszawa,02-902,Wojciecha,Borkowska,53 743 80 54,WojciechaBorkowska@dayrep.com,87686121599,23/08/18,NAX5W4,Sweater,89
ul. Aleksandry 113,Kraków,30-837,Jarosława,Czerwinska,51 477 29 36,JaroslawaCzerwinska@fleckens.hu,86256659099,12/08/18,3H4IE2,Shoes,348
ul. Nizinna 102,Rzeszów,35-303,Angelika,Woźniak,79 436 44 51,AngelikaWozniak@rhyta.com,25650533499,19/09/19,47WOC9,Jeans,148
ul. Zachodnia 1,Łódź,91-055,Halina,Chmielewska,79 829 32 73,HalinaChmielewska@cuvox.de,40601509799,24/02/17,1VB35E,Shoes,334
ul. Świechockiego 21,Gdańsk,80-041,Bolesław,Majewski,53 861 50 54,BoleslawMajewski@einrot.com,55363963399,29/03/19,KYOV3U,T-shirt,135
ul. Pionierów 21,Bydgoszcz,85-886,Wioletta,Woźniak,53 741 57 42,WiolettaWozniak@einrot.com,35804647999,21/12/18,47WOC9,Jeans,148
ul. Przełajowa 72,Łódź,94-045,Mieczysława,Kwiatkowska,79 573 98 61,MieczyslawaKwiatkowska@dayrep.com,76413559599,30/01/18,3S32FP,Boots,66
ul. Komasy 114,Kraków,31-766,Władysława,Kalinowska,79 348 02 07,WladyslawaKalinowska@cuvox.de,94266406399,23/02/17,BYKZ0N,T-shirt,261
ul. Szabelnia 70,Mysłowice,41-400,Szczeosny,Maciejewski,79 734 54 58,SzczeosnyMaciejewski@armyspy.com,32873283999,22/06/19,OGVEMI,Skirt,160
ul. Botaniczna 19,Zielona Góra,65-392,Teodozja,Duda,53 793 93 10,TeodozjaDuda@einrot.com,12358822199,08/06/19,Z12723,Jacket,151
ul. Konopnickiej Marii 115,Łódź,93-329,Genowefa,Ostrowska,60 983 69 67,GenowefaOstrowska@cuvox.de,89547407999,02/10/18,WCKDG0,Shoes,270
ul. Arabska 123,Warszawa,03-977,Henryka,Tomaszewska,69 569 27 31,HenrykaTomaszewska@cuvox.de,32602370099,26/11/19,YNCN9Q,Jeans,262
Pl. Kościelny 100,Opole,45-555,Katarzyna,Zielinska,51 824 33 25,KatarzynaZielinska@dayrep.com,82274861199,01/10/17,MIRV32,Jacket,130
ul. Platanowa 69,Sopot,81-855,Rościsława,Kamińska,79 481 08 51,RoscislawaKaminska@dayrep.com,59843558499,05/03/19,YUPRWQ,Bra,117
ul. Krzemieniecka 82,Lublin,20-130,Dobrosława,Symanska,53 105 60 20,DobroslawaSymanska@einrot.com,31345266799,29/10/17,8SA5Q1,Longcoat,238
ul. Borelowskiego Lelewela Marcina 78,Kraków,30-108,Kasia,Duda,53 849 11 68,KasiaDuda@gustr.com,34585787699,11/11/19,C1HO43,T-shirt,275
ul. Piastowska 47,Lublin,20-610,Lidia,Czarnecka,67 135 90 12,LidiaCzarnecka@cuvox.de,Customer - ID,Transaction - Date,Transaction - Product,Transaction - Category,Transaction - value
ul. Waryńskiego Ludwika 25,Szczecin,71-310,Mirosława,Czarnecka,69 369 15 10,MiroslawaCzarnecka@armyspy.com,95617742999,09/08/18,3LVJCT,Dress,245
ul. Parkowa 140,Czarne,77-330,Dorota,Nowak,66 754 42 60,DorotaNowak@gustr.com,66220734399,15/03/18,MB7SHL,T-shirt,226
ul. Nowogródzka 64,Lublin,20-609,Alojzy,Kowalski,60 394 38 93,AlojzyKowalski@fleckens.hu,3894539199,02/08/19,VQ4J0J,Swimsuit,60
ul. Daleka 68,Łódź,93-348,Jerzy,Nowak,51 696 10 28,JerzyNowak@teleworm.us,83378186799,09/10/18,O3O8M3,Shorts,98
ul. Lotnicza 7,Poznań,60-421,Natasza,Czarnecka,72 447 01 24,NataszaCzarnecka@rhyta.com,504190299,29/01/17,EMFBX6,Skirt,96
ul. Judyma Tomasza 95,Łódź,91-134,Oliwia,Tomaszewska,79 866 04 63,OliwiaTomaszewska@armyspy.com,64212421899,23/01/17,NAX9ZS,T-shirt,59
ul. Nastolatków 21,Świętochłowice,41-600,Teodozja,Grabowska,60 233 47 56,TeodozjaGrabowska@fleckens.hu,12363744599,23/11/18,X91F7L,Skirt,218
ul. Radzymińska 30,Warszawa,03-512,Martyna,Grabowska,79 180 85 04,MartynaGrabowska@dayrep.com,71252760999,16/07/18,DZOS1L,T-shirt,148
ul. Przełazek 145,Kraków,30-898,Longin,Zając,72 153 96 43,LonginZajac@armyspy.com,69432697099,21/11/18,9I1ODD,Jacket,208
ul. Komorniki 95,Łódź,93-309,Cecylia,Sobczak,66 647 19 14,CecyliaSobczak@einrot.com,27642526599,28/11/19,32DCQA,T-shirt,42
ul. Mazurska 13,Szczecin,70-424,Beatrycze,Ostrowska,60 336 33 24,BeatryczeOstrowska@rhyta.com,59677694499,15/05/19,NAX5W4,Sweater,89
ul. Transportowców 96,Katowice,40-403,Dyta,Kozłowska,69 541 87 55,DytaKozlowska@fleckens.hu,32830016899,26/02/18,W2YWBU,Shirt,136
ul. Plac Matejki 144,Czerwionka-Leszczyny,44-238,Urszula,Zawadzka,51 312 21 74,UrszulaZawadzka@cuvox.de,62249308599,13/09/18,HW491Y,T-shirt,268
ul. Konatkowskiej 24,Poznań,60-465,Lechosława,Walczak,78 733 48 30,LechoslawaWalczak@teleworm.us,61924382199,10/08/17,O84BGH,Jeans,338
ul. Jarzębiny 10,Kraków,31-727,Wiola,Król,78 628 65 35,WiolaKrol@gustr.com,75327417199,11/02/19,ONJNR1,T-shirt,135
ul. Jagiellońska 37,Szczecin,70-382,Józefa,Nowicka,78 326 16 80,JozefaNowicka@armyspy.com,14263311999,17/01/18,9C18RV,Jeans,288
ul. Akacjowa 66,Bielsko-Biała,43-303,Blanka,Kwiatkowska,51 139 62 47,BlankaKwiatkowska@teleworm.us,63955401099,01/12/18,5EMDWF,Hoodies,241
ul. Lubczykowa 59,Białystok,15-594,Lechosława,Wojciechowska,72 221 15 01,LechoslawaWojciechowska@rhyta.com,19890622999,19/07/17,HW491Y,T-shirt,268
ul. Brodzińskiego Kazimierza 127,Jaworzno,43-600,Izolda,Kwiatkowska,69 641 75 13,IzoldaKwiatkowska@armyspy.com,37356543799,26/01/17,00M6MJ,Gloves,344
ul. Żeromskiego Stefana 88,Warszawa,01-861,Dyta,Sawicka,88 543 01 80,DytaSawicka@superrito.com,21896145999,17/02/18,R7Y6BM,Jacket,86
ul. Goszczyńskiego Seweryna 101,Szczecin,71-263,Kaja,Kucharska,78 119 34 43,KajaKucharska@superrito.com,65661291599,13/04/17,VVF7SM,Dress,305
ul. Narcyzów 29,Katowice,40-045,Miron,Tomaszewski,60 495 24 24,MironTomaszewski@cuvox.de,23618726299,03/04/17,BUI0P5,Boots,244
ul. Dąbrowy 74,Warszawa/Wesoła,05-077,Kaja,Nowak,60 290 51 46,KajaNowak@armyspy.com,87907035899,26/10/19,GVEAE8,Dress,176
ul. Ławnicza 106,Gdańsk,80-828,Jadwiga,Adamczyk,88 885 43 69,JadwigaAdamczyk@fleckens.hu,55530082399,04/11/17,OXRLPL,Jacket,60
ul. Kapelusznicza 93,Warszawa,04-432,Marcelina,Pawlak,66 665 20 05,MarcelinaPawlak@cuvox.de,46221943399,24/06/18,S8ZMOE,T-shirt,43
